bhje,1,1,2,5,5,8
bjcc,9,4,6,8,2,3
bfeg,4,8,3,9,8,9
bgij,7,1,1,5,6,7
bica,5,6,7,1,7,5
bcbc,3,9,3,1,5,9
bhfa,1,3,1,9,8,3
bhfb,7,3,9,7,5,8
baeb,5,2,9,7,9,3
bdjc,6,3,8,6,4,6
bagb,8,7,1,1,7,5
bddj,2,5,3,3,9,1
bieb,4,3,8,7,1,3
bgae,1,3,2,2,8,1
beeh,6,3,4,8,7,7
bdia,2,7,2,2,9,9
bifj,2,6,5,1,8,2
baae,7,2,9,1,8,7
bjhd,5,9,6,9,8,8
bedh,8,9,2,8,8,3
bgad,1,2,8,2,4,6
biga,4,9,9,7,5,5
bdhf,4,9,4,5,8,8
bigf,6,3,9,2,9,8
bajd,4,3,6,9,5,7
bjdd,4,7,3,8,7,5
biff,1,9,3,9,5,8
bajb,9,1,3,5,8,3
bcab,9,8,1,5,3,8
beac,9,4,3,9,8,7
bdba,1,6,6,9,5,6
bbcg,2,9,4,5,8,8
bfjc,7,9,8,3,2,8
beie,2,1,4,6,6,8
bhfi,6,5,3,1,9,3
bdgj,1,3,5,2,3,4
becb,4,6,5,3,5,6
bigi,7,3,6,6,2,4
biih,4,5,1,7,1,7
babh,8,8,3,7,4,2
bjdi,1,3,9,5,5,6
bhfh,6,6,6,2,5,7
bjfc,2,1,2,7,1,4
bega,1,7,8,5,6,3
biji,9,8,4,8,9,2
biac,3,9,3,7,5,2
bghi,6,6,1,7,7,9
becf,8,2,9,6,2,6
bedc,7,6,1,9,7,6
bfgh,8,6,9,9,5,3
biii,2,8,9,1,7,4
bbjf,6,9,2,7,8,7
biic,5,7,7,8,5,6
bfje,2,1,2,4,2,5
bjah,2,5,3,3,5,5
bfea,6,1,7,1,9,8
baei,2,3,3,6,3,4
bjgj,1,5,8,8,9,2
bgag,2,7,4,7,3,1
behi,6,5,7,1,8,3
bhia,1,8,2,9,4,4
bfbb,3,4,2,2,5,1
baja,3,1,3,3,1,7
bcji,1,1,5,6,2,1
bagd,8,7,8,8,6,8
bdfg,9,6,6,8,9,2
befe,7,5,1,9,8,7
bgeg,6,1,3,1,4,3
bajg,9,2,4,3,3,5
babd,6,6,1,5,4,6
bfdh,3,6,6,9,5,2
bjcj,4,3,6,7,8,1
bgjb,2,4,1,2,5,8
begg,3,4,4,3,6,4
bbjd,9,8,3,2,9,7
bidh,7,8,2,3,6,7
bfhh,6,3,2,5,8,7
baii,7,1,5,1,5,5
bghg,8,7,8,7,9,9
bbfd,3,9,3,6,1,2
bgji,3,4,1,4,1,8
bjbe,3,5,1,6,5,4
bgia,1,7,6,4,6,2
bhej,6,4,6,5,9,5
bfgj,3,2,1,7,8,1
baaa,5,4,7,6,4,7
bfgf,6,9,8,8,5,2
bicj,4,3,7,1,9,9
bahi,8,1,2,3,6,2
bihh,8,5,4,1,5,9
bicg,6,8,9,8,2,6
bbjc,4,7,4,1,7,1
babb,3,8,3,6,1,5
befj,3,3,7,5,3,8
beef,7,9,1,9,8,8
bhca,5,6,1,3,6,1
beah,6,3,9,3,9,9
bhac,8,3,9,6,5,6
bchf,9,1,6,6,7,9
bbfa,1,8,4,4,5,6
bbga,4,8,5,1,5,4
bhfc,5,1,5,1,2,9
beha,6,7,3,7,2,3
bcdd,1,6,4,1,2,3
bagf,9,9,3,6,3,5
bjji,5,1,9,9,9,7
beci,3,5,9,8,5,6
bcje,1,6,6,6,7,5
bbjb,5,1,1,2,9,1
bddd,1,8,2,8,8,3
bcfj,7,5,1,3,3,5
bdhe,6,9,7,4,3,2
bdag,8,1,3,7,2,1
bfci,7,8,7,2,1,4
baec,2,4,9,2,3,2
bdce,5,3,4,1,2,9
bdfd,5,8,8,8,7,1
baib,3,2,4,5,4,1
bceg,4,3,6,9,3,2
baid,8,3,2,5,2,3
bahj,2,1,1,7,5,4
bfie,1,6,9,3,1,1
bbbe,6,9,1,3,5,4
bbcj,3,8,2,4,9,6
becc,8,6,7,8,5,1
bffb,4,1,8,7,3,2
bgjd,4,2,4,9,8,9
bbeb,2,8,5,8,2,8
bjhb,8,5,4,7,7,6
bjge,9,2,8,1,5,6
bjce,6,4,6,8,3,1
bbda,3,7,8,2,9,9
babg,3,1,3,5,1,5
bdec,3,6,7,2,5,8
bcef,8,5,7,4,5,3
bbcf,8,7,5,6,3,1
bfgc,9,4,8,9,1,3
bach,2,2,7,8,6,3
bffh,8,5,4,2,4,6
behf,3,5,6,7,1,4
bcgh,9,7,9,1,1,8
baed,1,9,2,7,3,8
bhga,6,3,8,5,4,7
biab,3,4,6,3,7,6
bhcj,3,3,6,1,8,8
beja,4,4,4,8,7,9
bagi,2,6,3,9,1,3
baif,4,7,7,2,3,7
bege,5,3,2,5,3,8
bide,9,5,6,2,4,7
bieg,9,6,6,9,1,8
bdcc,5,2,1,7,2,8
beag,8,1,8,2,6,4
bgbf,2,2,4,1,3,2
bbah,8,5,8,5,6,1
babf,5,5,7,2,9,2
baha,8,6,9,4,9,9
bgbi,6,5,5,8,6,4
bgfj,1,9,9,6,4,7
bjia,2,3,1,1,3,2
bggg,1,2,3,4,3,4
badh,4,4,4,4,7,1
begj,6,3,5,9,4,8
badb,6,1,2,6,5,7
biie,1,9,3,3,5,6
bdgf,6,2,5,8,4,2
bhdi,5,1,8,6,5,8
bbgd,8,8,9,1,5,1
beif,9,2,6,2,1,1
bggc,7,5,1,9,3,5
bbch,8,3,7,3,2,7
bcga,8,1,6,2,3,4
bece,4,5,2,7,9,8
bddf,1,8,2,5,4,3
bdie,6,6,8,3,3,4
bcfb,5,7,8,4,8,8
bdab,7,3,9,7,6,9
bafb,3,1,5,3,8,1
bgfc,3,4,5,5,5,3
bfch,7,5,7,6,8,4
bhde,6,2,5,3,7,1
bdcf,3,2,8,5,2,4
biif,7,4,9,7,1,7
bedd,2,1,2,8,6,3
bcdc,7,7,1,9,4,6
bacj,4,5,6,7,6,8
bidf,5,7,4,7,9,3
bfde,2,2,2,2,2,3
bijg,1,1,2,6,7,1
bdfa,2,1,3,8,9,8
biaf,3,7,2,6,7,3
baag,1,3,5,2,9,5
bhjc,6,3,5,5,9,2
bfai,8,7,1,4,9,3
baga,1,5,3,5,4,6
bbig,2,9,3,5,9,6
biha,2,8,3,4,4,9
bjeb,2,8,6,5,2,7
bfgg,1,8,1,9,3,1
bdge,5,5,9,9,3,2
bfaa,2,2,5,9,5,5
bjaf,1,9,8,8,5,9
beaj,7,7,9,2,8,7
bcgb,4,3,4,1,6,1
bahe,6,9,5,8,1,2
bdid,9,3,6,5,3,2
befi,7,5,6,9,5,6
bdad,1,8,2,8,6,6
bcig,6,4,5,9,1,3
begc,8,5,5,4,4,9
bejj,9,4,3,6,1,7
bijd,9,6,7,1,1,4
bhbi,6,7,8,1,7,4
bjfi,5,3,2,3,8,1
bjdg,8,2,5,9,3,1
bdjd,2,7,7,2,2,7
bjgb,4,4,5,8,9,4
bbcd,9,1,3,3,1,5
becg,2,3,5,1,1,2
badj,3,6,8,9,2,8
bgcd,7,9,3,5,1,5
bdfc,4,2,3,5,5,5
bfah,4,3,9,2,6,2
bfae,8,9,9,7,5,9
bfic,8,5,8,2,8,4
bhdd,6,4,5,7,4,8
bdhb,6,8,5,9,7,2
biij,6,6,5,3,6,3
bjec,8,1,1,7,2,8
babc,5,2,4,4,4,6
bgac,4,1,4,9,4,7
bfcc,2,8,9,7,9,1
biia,4,5,1,1,6,5
bibe,5,7,4,6,3,9
bdji,3,5,2,8,5,2
bhgg,1,9,7,6,9,3
bjea,7,5,1,8,7,8
bfeh,7,7,2,9,3,8
bjej,5,5,3,9,4,9
bhhg,8,3,3,2,5,4
bedg,2,5,2,5,7,2
bdde,7,1,9,4,7,8
bifh,4,2,7,6,9,1
bdij,9,9,5,8,5,2
biah,3,1,3,2,7,1
bfge,2,9,2,8,5,5
bfjd,3,8,8,4,1,4
bhhc,2,9,2,7,3,4
bjcb,6,8,4,9,7,1
bcib,1,3,6,8,7,3
bbhd,3,9,2,8,5,7
bfef,3,3,4,9,9,1
befb,1,6,9,9,8,9
bbfe,9,7,7,2,2,6
behe,9,9,9,7,1,1
biag,3,1,1,1,5,6
bhce,5,6,3,2,9,3
bdje,2,8,1,9,1,8
bjha,5,9,4,5,6,3
bbea,6,8,2,9,4,8
bhbj,5,8,6,4,3,7
bgdb,9,9,9,8,3,7
bdda,8,2,3,5,8,4
bihg,3,8,4,8,2,6
bfba,9,2,3,9,4,9
bhbe,8,1,2,7,6,6
bcbe,9,5,7,5,4,3
bfda,1,4,2,9,5,7
bheb,5,6,1,5,6,2
bhad,6,6,6,8,3,5
bcdg,5,5,4,6,8,3
bbgf,2,6,4,2,8,2
bbhb,8,3,2,3,9,8
bcdb,4,2,6,9,3,4
bgba,4,4,6,1,5,5
bbdc,8,8,9,3,7,8
beig,9,2,1,1,2,8
bjbf,2,7,5,7,3,7
bcag,9,7,4,8,3,2
bhfg,2,4,6,2,5,6
bgaj,2,9,9,1,3,2
bgdd,2,1,9,8,4,3
bcbi,5,9,2,6,5,1
befh,3,7,1,7,7,9
bjee,9,8,8,9,5,7
bfii,9,9,4,7,7,6
bafe,4,7,7,3,6,9
bjbj,6,7,3,6,6,2
bdac,9,8,7,6,1,9
bdaf,9,2,7,6,5,4
bedj,4,8,6,7,4,9
bhdh,2,7,1,4,4,2
bhgd,7,9,5,7,1,8
bebh,5,2,4,6,7,1
bgie,4,3,4,2,3,2
bbjj,5,3,8,7,1,4
badc,7,1,7,7,7,2
bdci,9,9,9,1,8,3
badg,3,3,3,6,8,4
bchg,7,8,6,7,8,9
bjhi,1,4,3,7,9,7
bbbh,9,5,3,2,1,1
bfif,5,8,6,8,7,6
bafj,3,1,9,7,1,1
bcdi,1,1,5,6,8,6
bcce,3,4,7,7,2,9
bcjc,4,9,1,3,2,9
bbic,7,6,7,4,6,1
bajc,9,5,9,5,9,2
bgic,3,7,4,2,9,5
beda,8,5,1,5,2,5
bjbi,3,5,1,8,3,2
bjba,3,6,7,8,7,5
bbhe,6,2,1,8,5,9
bjdc,6,7,1,4,1,9
bdaa,3,6,2,3,4,6
bgce,6,4,7,9,5,5
bjch,5,9,8,5,4,4
bfji,5,2,5,1,3,1
bjei,7,6,3,2,8,8
bggd,6,7,3,9,2,2
bhdc,7,1,4,8,5,6
bafh,2,6,2,4,6,5
bgbe,2,1,7,5,5,7
bagc,8,3,9,1,7,3
bibj,4,3,4,7,1,4
befc,4,3,6,9,7,2
bejc,6,8,4,2,4,1
bidb,1,5,9,8,6,3
bjjf,5,1,8,7,9,1
bede,5,8,9,8,8,9
bifd,1,7,8,4,9,6
bhcc,7,2,8,3,1,2
biej,6,7,1,4,8,7
bdgh,6,2,8,3,8,4
bgeh,7,4,1,2,3,3
biea,7,2,2,7,7,5
bdih,3,6,6,6,5,8
bhgj,2,3,4,7,4,1
bdej,9,8,8,1,2,5
baca,6,8,7,5,2,3
bifi,8,7,2,1,5,5
bahb,2,6,3,8,7,1
badi,1,6,7,4,4,4
bbbg,1,4,2,9,1,8
bjcg,3,9,3,1,7,7
bcfh,2,6,6,2,5,6
bajf,7,8,5,5,4,2
bbgh,7,3,3,1,8,3
bghb,5,9,4,1,1,5
bffa,1,5,2,3,6,6
behd,4,3,9,1,5,1
bigg,4,2,1,8,6,4
baje,3,2,7,2,6,4
bfac,1,9,3,2,6,1
bhef,6,2,1,3,1,5
bejd,6,6,3,9,8,2
bihc,8,7,8,6,4,9
bhcf,7,1,2,6,4,2
bjed,5,1,8,2,8,5
baee,9,1,7,4,7,6
bcbh,1,5,3,2,4,1
bcca,4,3,9,3,9,9
bcie,7,9,9,7,1,9
behc,3,7,8,9,4,9
beih,4,7,6,3,3,6
bhih,5,1,2,9,4,5
bhfd,2,9,2,5,2,1
bibf,7,8,7,7,8,8
bgjg,5,1,6,6,5,3
bgbj,2,7,4,3,9,8
bdhj,7,6,6,9,6,5
bhci,8,9,9,1,5,5
bejb,4,6,5,5,3,4
baij,7,5,2,8,9,4
bida,8,9,7,3,6,3
bbii,6,9,2,3,9,1
bigj,3,6,1,8,3,4
bihf,4,4,3,9,1,7
beab,7,3,3,6,1,4
bfhb,2,5,3,4,3,4
baaf,6,2,6,5,5,4
bffe,8,5,6,9,7,5
bbac,8,6,9,7,3,8
bhhd,9,2,8,5,5,7
bdig,9,3,9,8,3,8
bhib,5,9,5,4,9,4
bgcf,5,4,8,4,7,8
bggh,1,1,4,7,4,5
bhei,2,4,9,9,4,3
bjif,5,2,9,3,9,9
bcda,6,3,2,4,1,7
bbee,9,2,7,2,7,5
bggi,3,5,2,2,4,6
bjic,2,5,1,8,3,3
bfbe,2,3,4,7,5,6
bhab,6,4,9,5,7,1
bfdi,6,6,7,5,3,7
bbfc,7,7,7,6,7,7
bcai,7,4,3,6,6,8
bgfi,3,2,1,4,7,5
bdha,6,5,9,9,2,6
bcfi,8,3,6,6,9,8
bcbd,5,6,3,2,6,7
bjdb,3,7,3,5,3,1
bged,3,9,1,6,7,7
bebj,6,4,4,4,6,6
bbdd,8,2,5,4,6,3
bbdh,9,1,6,2,7,1
bgbc,7,5,7,3,5,8
bihi,5,6,3,1,6,9
bhbh,4,6,2,9,1,7
bfce,7,1,9,7,6,2
bjbh,1,5,5,6,7,8
biai,7,4,9,3,8,5
bfib,4,3,5,6,5,5
bgfe,4,1,6,1,1,8
bfec,8,6,5,9,8,8
bbih,2,9,7,8,3,6
bbfj,7,5,1,9,3,1
bbdf,1,8,9,7,1,2
bfbi,3,8,8,4,8,6
bcja,4,3,2,2,6,6
bccf,6,9,1,3,7,6
bfhj,5,5,1,2,9,6
bhbf,5,1,1,4,3,5
bdei,6,9,1,5,2,5
bbbi,8,6,7,9,1,4
biba,4,7,5,3,2,4
bhdb,3,6,4,5,7,9
bdcb,7,2,2,1,6,4
bcba,8,9,2,7,3,8
bbaf,9,3,3,3,8,5
bfdc,4,7,6,5,8,4
bbbc,4,8,6,6,9,6
bjfg,5,7,8,4,6,6
bhgi,9,3,8,4,5,3
behh,6,8,8,2,4,8
bbaj,6,7,8,5,9,4
bdbb,9,2,1,5,2,1
bacb,2,2,3,4,2,9
bdfb,5,6,4,8,4,1
bejf,8,3,2,3,2,7
bche,4,1,3,7,6,7
bace,6,8,7,5,8,7
bcei,9,3,4,7,9,8
bbdi,1,9,5,9,1,4
bfej,9,2,9,6,7,5
baci,8,8,7,9,2,1
baai,2,9,8,7,7,2
bfab,9,5,9,3,9,9
bgdi,2,6,2,4,7,8
bibg,3,1,2,9,9,8
bfij,1,6,1,2,3,4
befd,9,1,9,4,2,8
bchb,4,6,2,5,9,5
bhed,3,5,9,2,5,3
bafc,8,5,4,1,3,1
bfag,5,6,6,4,4,8
bgab,2,2,8,6,9,4
bjid,7,6,5,9,5,1
bfgi,1,2,8,4,8,2
bdbg,1,8,1,2,8,3
bdch,6,4,9,4,3,1
bdef,8,4,7,8,7,9
bbde,4,9,6,6,4,6
bbie,4,2,1,4,5,9
bigb,7,2,9,7,5,4
bjjg,4,3,8,4,4,9
bafg,5,4,5,9,4,2
baff,3,8,4,4,9,4
beid,6,5,6,8,7,7
bgga,3,4,9,2,6,4
bjje,4,6,7,4,8,6
bfhi,5,7,9,2,7,5
bggj,2,7,1,3,4,3
bjjb,3,2,1,9,2,7
bffg,7,5,6,3,9,8
bebb,8,8,8,5,9,9
bhdf,2,4,8,3,6,6
bgaf,2,3,5,4,9,7
bbcc,1,5,7,6,3,1
bdic,9,9,1,7,1,8
bgfb,2,4,5,6,6,7
bcci,5,6,5,3,1,5
bijf,9,8,5,7,1,3
bbca,9,7,7,1,4,7
biad,7,8,2,2,9,1
behg,7,7,3,8,2,7
bgeb,9,6,3,5,1,4
bhhb,8,5,2,5,3,7
bgif,4,5,2,2,1,3
bhid,3,5,9,8,7,8
bhbd,2,8,1,2,6,1
bjdf,7,2,5,2,5,8
bhcb,4,2,7,8,5,1
bgef,3,3,7,9,2,8
bidd,6,8,7,6,8,8
bedf,8,5,9,3,1,9
bbif,9,6,3,6,9,5
bcic,4,6,3,7,6,2
bacd,2,7,5,4,2,2
bdbh,5,4,5,9,1,1
bjff,8,8,6,2,5,5
bhbb,2,7,1,5,4,3
bebd,2,5,3,1,3,1
bjhh,2,5,8,2,7,3
bdhd,8,3,6,7,2,3
bghe,9,1,4,2,5,5
bgdf,1,5,8,7,6,1
bjgf,6,9,8,1,4,6
bfbd,4,6,4,7,4,2
bfhc,8,4,4,5,9,6
bcde,9,3,9,7,7,7
bbeh,8,8,1,9,3,8
bjjd,3,2,2,2,8,1
bfed,6,3,2,1,9,1
beib,7,8,6,1,4,3
bcid,1,2,8,7,7,9
bjeh,1,1,4,6,7,6
bcjb,3,7,6,6,7,1
bjfj,9,2,2,3,7,7
bfdf,3,3,3,4,2,9
bifg,4,8,1,4,4,3
bich,4,5,3,8,7,2
bdaj,3,8,2,8,2,8
bdjj,4,3,4,5,8,2
bbff,9,9,4,5,1,9
bcjj,9,4,8,5,5,5
bcad,9,4,4,8,8,4
bejg,2,4,9,5,8,6
bjhj,7,2,1,7,1,5
bcae,8,2,3,9,2,2
bajh,1,2,1,9,2,9
bhjb,1,4,5,6,8,6
biib,2,9,7,8,3,8
begf,7,9,1,3,7,7
bbfi,4,8,1,4,7,9
beec,4,4,9,5,7,4
bfee,1,8,1,2,7,6
bcbf,5,7,9,3,9,4
bbhg,5,3,8,8,7,3
bcch,2,7,4,3,8,6
bdgd,2,4,5,3,7,1
bijj,8,1,8,2,4,9
bcea,9,3,2,3,8,2
bcha,8,7,3,1,6,4
bech,2,8,1,8,5,2
bhah,6,4,6,8,8,3
bjac,5,3,3,6,7,2
bbij,9,1,5,6,9,4
bdah,5,1,9,5,8,3
bdcj,9,9,9,8,5,4
bfjh,6,1,9,1,2,5
bhjh,4,4,1,7,4,2
bfaf,1,8,5,7,3,8
bhai,6,6,1,6,3,4
bdfi,7,9,9,6,5,6
baeg,8,4,1,7,3,1
bice,1,8,3,2,2,1
bihd,9,8,6,1,7,7
bccd,9,7,5,2,8,5
bfca,1,2,2,9,6,4
bhaf,9,9,7,1,7,4
bffi,1,6,8,1,7,9
bbfb,8,7,9,4,2,4
bbeg,4,6,8,7,6,8
bcfd,6,2,5,9,7,6
bbei,2,8,6,2,3,8
bhag,1,8,7,5,5,5
bade,4,8,9,3,1,7
bjhc,1,2,9,7,1,2
baad,1,2,3,2,8,5
bfia,2,6,6,5,5,8
bdfh,5,5,8,4,7,8
bhha,4,1,4,5,1,3
bbed,9,8,3,8,7,1
bahh,2,9,4,2,9,5
bfih,6,5,7,5,4,8
bfdd,6,8,6,7,7,7
bbgj,2,5,4,7,3,8
bbci,1,8,2,3,9,9
bcii,7,6,8,6,9,4
bcjd,9,3,6,1,8,1
bjae,5,6,4,9,7,7
bchc,7,7,8,6,3,5
beed,3,5,3,7,2,5
bigd,6,7,8,3,4,4
bjfb,1,1,7,7,4,2
bhch,7,6,7,5,4,9
baig,1,8,2,1,8,2
bggf,1,6,1,3,4,3
bcdj,8,5,7,9,4,9
beje,9,8,3,7,6,7
bjib,6,6,5,4,3,6
bfid,5,2,8,7,6,8
bcij,4,7,9,1,5,9
bgbh,2,3,1,4,2,2
bifc,6,5,1,3,5,6
bdii,4,8,6,7,2,2
bfbh,4,8,6,5,3,2
beea,9,6,2,7,3,7
bcdf,1,4,1,9,4,7
bfhg,6,3,2,2,9,7
bfcf,4,2,5,7,8,6
bbgi,7,8,9,2,5,7
bgda,6,8,7,7,2,8
bidg,6,4,4,9,4,6
bgff,2,9,8,7,7,8
bded,2,6,5,2,6,5
bhae,3,2,2,4,7,1
bafd,3,7,5,1,4,7
bhbc,7,9,7,9,5,3
baji,5,3,3,5,1,9
bhji,2,4,5,8,2,2
baie,7,4,7,8,6,8
behb,6,9,5,4,1,1
bbba,6,9,5,2,6,3
bbja,7,5,8,8,2,1
bjig,2,7,8,9,1,8
bcfc,4,3,4,8,6,1
bbef,4,6,2,2,8,6
bjfe,9,8,4,9,7,7
bfhd,3,3,7,3,3,1
bcjh,5,9,9,4,9,5
bijb,2,2,5,1,5,8
bdjh,6,5,4,8,9,6
beae,4,3,3,8,5,7
bjci,7,6,5,7,5,1
bibi,9,8,1,2,9,1
bjaa,9,8,7,3,2,6
bdff,8,4,4,3,7,6
bjdj,8,6,7,9,9,5
beaa,9,9,6,9,7,7
bheg,5,1,1,3,5,5
beji,8,8,7,4,7,4
baej,2,7,9,3,4,2
bceb,3,7,1,2,6,2
beaf,8,4,9,3,6,1
bfjf,3,4,7,5,8,8
bead,9,2,1,6,6,3
bjgi,9,1,5,8,5,4
bdeg,1,7,9,5,1,1
bhdj,9,7,8,6,7,6
bbce,8,3,2,5,2,3
bjde,1,3,1,7,3,7
bfbg,1,4,2,4,1,7
bfbj,7,6,6,7,2,2
bbje,6,2,6,8,1,9
bjaj,9,8,6,7,2,6
bbhi,9,4,2,4,1,6
bjai,2,7,8,7,8,1
bcgc,7,4,4,6,6,8
bhdg,4,3,2,1,8,3
behj,2,1,5,9,4,5
bhda,1,4,5,3,6,6
baea,7,9,9,9,9,7
bebg,7,4,7,3,4,2
bfcb,7,4,4,9,9,1
bbfg,7,2,1,8,7,2
begh,5,2,7,8,9,2
bjhg,5,4,3,8,1,9
bicf,6,6,4,3,6,6
beeg,9,7,2,6,7,9
bcgf,1,9,3,5,6,3
bgge,6,3,8,6,3,5
bhhi,6,1,3,1,9,7
bfig,8,3,7,8,3,8
bhgf,3,5,7,7,9,5
biec,7,4,5,9,2,3
bdjg,6,9,8,4,8,2
bccc,7,6,6,9,9,9
bdgi,4,9,8,6,7,5
bdae,6,2,9,3,7,6
bddb,9,7,3,1,1,9
bbgb,9,6,9,1,7,3
bagg,3,4,1,7,9,8
bddg,8,8,2,7,8,7
bijh,3,5,3,5,9,7
bcjg,4,9,8,5,8,5
bgjc,2,9,3,9,8,9
bfdj,4,8,5,2,2,3
bihj,6,4,8,1,5,6
bccb,1,6,8,5,9,6
bcfg,9,8,3,1,8,9
bbha,1,8,9,7,7,3
bddh,3,9,8,1,4,3
bgbg,4,5,5,1,3,9
bcbg,6,3,2,3,2,7
bghc,9,5,8,5,9,9
bbaa,7,1,9,5,8,8
beeb,3,4,5,6,7,9
bjgg,2,7,8,8,7,8
bjie,5,3,8,8,7,4
bgai,8,4,5,1,6,8
bcah,5,7,8,7,1,5
baia,4,5,4,7,1,1
bjii,5,9,3,1,7,9
bgii,5,2,6,5,7,5
bagh,4,2,1,2,8,4
bjgd,2,4,8,1,4,3
bjij,8,6,7,3,3,1
bjjh,7,9,8,6,9,3
bhea,8,9,7,6,7,8
bcfe,6,8,1,7,8,6
bicc,4,2,9,8,2,5
bfcj,2,7,6,3,7,7
bife,3,9,4,8,3,4
bhgc,2,8,9,8,6,7
baba,4,9,8,4,1,2
bfff,8,5,9,9,9,3
bebc,5,8,8,3,7,2
bgee,8,9,8,5,1,9
bhjd,8,9,2,6,3,7
bbhh,9,2,3,1,1,1
bfdg,5,4,7,1,7,4
bebf,5,9,5,5,7,8
bgfg,6,8,8,8,4,4
bccg,1,5,4,6,6,9
bahg,9,7,3,3,5,3
bgdj,1,9,9,1,3,3
bgdg,3,3,4,4,9,9
bfaj,7,8,8,7,4,1
bced,2,7,9,1,7,6
bfjb,7,8,5,5,5,6
bhhe,5,6,6,1,5,2
bdhg,4,7,8,4,6,8
beff,2,6,1,7,8,8
befa,3,1,2,2,3,3
bicd,8,9,3,3,3,3
bgdc,5,8,8,1,9,6
bfjg,8,1,4,5,6,7
bgej,7,9,7,1,2,4
bjjj,1,8,3,4,3,1
baic,6,5,6,7,7,1
bjbd,8,3,5,4,2,4
bhbg,2,9,3,4,9,6
bbji,2,2,1,9,5,6
bhjj,6,5,4,6,8,1
bgfd,3,1,8,8,5,2
bchi,6,8,8,8,1,4
bbab,8,5,1,5,6,1
bjcf,5,4,3,9,5,3
bfga,1,9,1,9,3,9
bcbj,7,8,9,3,5,2
bdjb,4,7,2,3,5,3
biae,1,2,5,6,6,4
bchj,6,6,2,7,4,8
bhge,7,1,5,5,6,6
bgfh,1,6,5,6,6,6
bidi,8,8,6,6,2,1
bhhj,1,6,6,9,1,1
bcgd,3,7,2,3,7,1
bbjh,8,7,9,4,8,5
bjad,2,5,3,4,2,8
bbid,8,4,9,6,9,6
bgcj,8,7,6,3,4,9
bfbf,5,9,3,5,8,9
bgei,3,8,9,2,4,1
bbcb,8,7,3,8,8,8
begb,2,5,9,9,4,6
bbhc,4,5,8,2,6,4
bdea,5,7,3,2,5,5
bgcb,3,3,8,6,2,5
bjja,1,6,6,1,8,3
bcac,6,6,5,3,9,6
bhaa,2,5,4,5,9,9
bchd,9,5,9,1,9,9
bhie,8,3,2,3,3,2
bjeg,5,6,5,8,7,3
bfhe,2,4,1,6,4,8
bdbf,5,5,9,1,7,6
bgjj,4,7,2,9,4,2
bhii,1,1,2,2,2,7
bfja,1,2,5,4,8,3
beii,9,2,9,8,1,7
beai,3,8,7,3,9,4
bbgc,1,7,7,9,6,1
bheh,7,1,5,2,9,5
bbec,9,3,6,9,7,9
bibb,1,3,2,6,5,9
bghf,4,4,1,5,9,9
bahc,7,1,9,9,6,4
bbfh,3,1,4,9,9,3
bcee,5,4,5,1,9,7
bhif,6,5,3,8,3,7
bhaj,7,8,6,9,7,1
bdgb,3,9,4,9,3,1
bbdb,1,2,7,3,9,7
bjjc,5,5,7,4,6,5
bghj,3,3,7,2,6,2
bfjj,8,4,3,6,9,1
bbge,7,9,9,6,5,2
bcjf,2,1,1,7,9,3
bijc,7,8,2,3,6,1
bdbc,8,8,1,9,8,4
bghd,4,9,8,9,9,5
bcbb,9,7,1,5,5,2
bjbg,7,3,5,6,1,2
bedi,2,8,7,5,9,5
bhee,3,3,1,6,1,5
bbia,3,6,7,6,7,9
bjdh,8,2,2,1,9,6
bhfe,3,9,7,8,1,5
bcdh,1,2,9,6,7,6
baah,4,1,8,1,6,5
bfdb,9,3,2,2,7,9
begi,6,4,9,6,6,6
bhhh,7,7,6,2,7,1
bifa,2,7,3,2,6,6
bfeb,3,9,2,4,6,4
bjbb,6,5,3,4,5,6
bdee,5,6,4,9,4,8
bgcg,2,9,7,8,6,4
bfhf,2,9,5,7,2,5
becj,8,1,6,8,9,5
bbbd,7,2,4,1,9,7
bfei,9,4,1,3,4,6
bige,9,9,1,1,2,1
bbdj,1,6,7,1,6,6
cbcc,1,8,9,3,8,7
caia,3,1,6,2,5,5
cbgf,4,2,8,6,2,6
cffj,6,7,1,8,1,8
cffg,5,8,5,6,2,2
chai,2,1,1,2,4,5
cdhj,2,4,9,9,3,2
cedc,8,9,6,7,9,3
caac,6,8,4,8,4,2
cjbi,4,2,5,2,6,7
cgdi,1,7,4,4,3,1
cafc,3,2,9,2,1,3
ccfe,3,3,9,3,6,4
ciig,7,1,8,1,5,9
cjff,5,1,1,1,6,6
cicb,5,1,3,4,6,3
ccii,4,5,9,4,6,9
cdej,9,3,5,4,8,4
ccic,8,5,2,5,9,1
ceeh,4,8,3,3,4,9
cdbf,3,6,1,5,2,9
cahg,9,2,3,1,7,3
cbei,9,6,6,1,2,1
ceic,7,3,1,7,1,7
chhi,5,3,8,4,4,4
cgbh,5,5,5,2,1,4
cabe,1,5,6,5,2,4
cgfd,9,2,1,9,9,3
cdge,8,4,2,5,9,5
chbc,1,4,1,7,9,6
cgaf,7,4,1,6,8,4
chii,6,7,1,8,1,1
cjhb,5,7,4,3,6,7
cccb,4,2,7,9,4,1
cfbi,9,1,1,8,4,8
cbcj,8,9,2,1,4,8
cibg,5,7,6,4,7,4
cfhi,6,9,8,9,8,1
cahj,6,8,2,5,7,1
cbda,2,3,6,2,2,4
cddg,6,4,4,2,2,8
cibb,7,3,7,2,3,4
